#######################################
filename, sn name, jd, wmin, wmax, flag
1993J_19930914.fits,1993J,2449244.003,4139.45,10814.03,1
1993J_19930915a.fits,1993J,2449246.365,4021.0,9299.0,1
1993J_19930915b.fits,1993J,2449246.49,5257.0,5840.0,1
1993J_19930917.fits,1993J,2449247.583,5942.0,6498.0,1
1993J_19931019.fits,1993J,2449280.417,4425.81,9199.0,1
1993J_19931020.fits,1993J,2449280.003,3676.67,7146.24,1
1993J_19931021.fits,1993J,2449281.003,3614.14,7245.46,1
1993J_19931115.fits,1993J,2449306.003,3634.3,9571.84,1
1993J_19931119.fits,1993J,2449311.427,4699.75,9786.0,1
1993J_19931208.fits,1993J,2449330.469,3746.9,9198.0,1
1993J_19931213.fits,1993J,2449334.003,3218.36,10550.41,1
1993J_19940117.fits,1993J,2449369.5,4139.95,9161.0,1
1993J_19940121.fits,1993J,2449374.396,3663.03,10001.0,1
1993J_19940122.fits,1993J,2449374.667,6063.23,7205.46,1
1993J_19940309.fits,1993J,2449421.003,4355.33,7849.13,1
1993J_19940310.fits,1993J,2449422.003,3385.61,9058.21,1
1993J_19940325.fits,1993J,2449436.625,4116.63,8297.27,1
1993J_19940330.fits,1993J,2449442.458,4167.74,7982.13,1
1993J_19940514.fits,1993J,2449487.003,3497.27,8645.87,1
1994ai_19941231.fits,1994ai,2449717.625,4502.82,9935.48,1
1994ai_19950130.fits,1994ai,2449747.521,5799.98,10142.43,1
1994ai_19950204.fits,1994ai,2449752.594,5242.88,10096.28,1
1994ai_19950205.fits,1994ai,2449753.552,4496.5,7151.57,1
1994ai_19950228.fits,1994ai,2449776.549,6447.0,9228.54,1
1994D_19940310.fits,1994D,2449421.733,3055.98,7148.8,1
1994D_19940311.fits,1994D,2449422.885,3485.0,7144.0,1
1994D_19940312.fits,1994D,2449423.778,3779.0,8570.0,1
1994D_19940313.fits,1994D,2449424.719,3723.0,7199.0,1
1994D_19940316.fits,1994D,2449427.708,3331.0,10270.0,1
1994D_19940317.fits,1994D,2449428.668,2999.16,10549.16,1
1994D_19940318.fits,1994D,2449429.71,4139.76,6668.0,1
1994D_19940319.fits,1994D,2449430.7,3402.35,9132.35,1
1994D_19940323.fits,1994D,2449434.7,3465.56,9203.56,1
1994D_19940324.fits,1994D,2449435.7,4398.89,7015.89,1
1994D_19940325a.fits,1994D,2449435.417,3402.49,9363.49,1
1994D_19940325b.fits,1994D,2449436.7,4392.64,7012.64,1
1994D_19940326.fits,1994D,2449437.7,4407.55,6999.55,1
1994D_19940328.fits,1994D,2449439.7,4403.4,7013.4,1
1994D_19940331a.fits,1994D,2449442.7,5553.68,9445.68,1
1994D_19940331b.fits,1994D,2449442.628,3869.56,9792.56,1
1994D_19940401a.fits,1994D,2449443.505,3637.49,9899.58,1
1994D_19940401b.fits,1994D,2449443.698,5553.68,9445.68,1
1994D_19940402.fits,1994D,2449444.7,3604.77,7454.77,1
1994D_19940403.fits,1994D,2449445.7,3625.16,7455.32,1
1994D_19940405.fits,1994D,2449447.7,3605.88,7463.88,1
1994D_19940407.fits,1994D,2449449.7,3606.37,7459.37,1
1994D_19940409.fits,1994D,2449451.7,3595.04,7459.04,1
1994D_19940414.fits,1994D,2449456.7,3045.0,10117.0,1
1994D_19940416.fits,1994D,2449458.7,4669.35,11042.7,1
1994D_19940508.fits,1994D,2449480.563,3698.29,6887.7,2
1994D_19940510.fits,1994D,2449482.59,3701.61,9842.61,1
1994D_19940514.fits,1994D,2449486.5,3492.0,7142.0,1
1994D_19940523.fits,1994D,2449495.604,3289.58,10611.17,2
1994D_19940525.fits,1994D,2449497.5,3329.57,10611.16,2
1994D_19940609.fits,1994D,2449513.47,3765.55,6934.28,1
1994D_19940613.fits,1994D,2449516.547,3479.67,9167.27,1
1994D_19940624.fits,1994D,2449528.458,3459.6,9200.69,1
1994D_19940712.fits,1994D,2449546.458,3317.71,9042.21,1
1994D_19941230.fits,1994D,2449716.507,3411.87,9033.83,1
1994D_19950108.fits,1994D,2449725.854,3741.46,9842.46,1
1994D_19950204.fits,1994D,2449752.851,4496.5,7151.57,1
1994D_19950228.fits,1994D,2449776.826,3848.16,8935.35,1
1994D_19950329.fits,1994D,2449805.5,3715.33,9839.77,1
1994I_19940403a.fits,1994I,2449445.987,3564.07,7589.07,1
1994I_19940403.fits,1994I,2449445.887,3707.47,7590.0,1
1994I_19940404.fits,1994I,2449447.003,3120.0,9900.0,1
1994I_19940405.fits,1994I,2449447.805,3706.87,7590.0,1
1994I_19940406a.fits,1994I,2449449.005,3260.0,4428.0,1
1994I_19940406b.fits,1994I,2449449.005,4650.0,10050.0,1
1994I_19940406c.fits,1994I,2449448.891,3708.0,7590.0,1
1994I_19940406.fits,1994I,2449448.5,3256.0,10036.0,1
1994I_19940407.fits,1994I,2449449.939,3000.0,9978.0,1
1994I_19940408.fits,1994I,2449451.005,3601.04,10004.09,1
1994I_19940409a.fits,1994I,2449451.8,3581.0,9989.0,1
1994I_19940409.fits,1994I,2449451.542,3601.04,10004.09,1
1994I_19940410a.fits,1994I,2449452.768,3707.6,7590.0,1
1994I_19940410.fits,1994I,2449452.716,4581.0,9978.0,1
1994I_19940411a.fits,1994I,2449454.0,3218.68,8759.4,1
1994I_19940411.fits,1994I,2449453.744,3706.46,7590.0,1
1994I_19940412a.fits,1994I,2449455.005,5490.0,8220.0,1
1994I_19940412b.fits,1994I,2449454.932,3709.77,7590.0,1
1994I_19940412.fits,1994I,2449455.005,3210.0,5340.0,1
1994I_19940415a.fits,1994I,2449458.005,5600.0,11000.0,1
1994I_19940415.fits,1994I,2449458.005,3230.0,5360.0,1
1994I_19940416a.fits,1994I,2449459.005,5600.0,11000.0,1
1994I_19940416.fits,1994I,2449459.005,3230.0,5360.0,1
1994I_19940417.fits,1994I,2449459.89,3099.0,10053.0,1
1994I_19940419.fits,1994I,2449462.005,1629.66,7278.74,1
1994I_19940420.fits,1994I,2449463.005,3210.0,10200.0,1
1994I_19940430.fits,1994I,2449472.842,3687.15,7590.0,2
1994I_19940501.fits,1994I,2449473.882,3810.42,7590.0,1
1994I_19940502.fits,1994I,2449474.872,3686.31,7590.0,1
1994I_19940503a.fits,1994I,2449475.778,3684.82,7590.0,1
1994I_19940503.fits,1994I,2449475.825,4163.0,9476.0,1
1994I_19940503_MCD.fits,1994I,2449475.825,4163.0,9476.0,1
1994I_19940504.fits,1994I,2449477.01,3320.0,10480.0,1
1994I_19940505.fits,1994I,2449477.693,3837.22,7590.0,2
1994I_19940509.fits,1994I,2449481.76,3819.35,7590.0,2
1994I_19940511.fits,1994I,2449484.01,3200.0,7290.0,1
1994I_19940512.fits,1994I,2449485.01,3140.0,6160.0,1
1994I_19940513.fits,1994I,2449486.01,3140.0,6160.0,1
1994I_19940515.fits,1994I,2449487.719,3828.29,7590.0,1
1994I_19940516.fits,1994I,2449488.683,4319.0,9575.0,1
1994I_19940517.fits,1994I,2449489.752,3810.42,7590.0,2
1994I_19940519.fits,1994I,2449491.69,3726.13,7590.0,2
1994I_19940603.fits,1994I,2449507.007,3120.0,12000.0,1
1994I_19940604.fits,1994I,2449507.738,3084.0,10044.0,1
1994I_19940612a.fits,1994I,2449515.781,6550.0,7590.0,1
1994I_19940612.fits,1994I,2449515.781,3368.31,6148.26,1
1994I_19940616.fits,1994I,2449520.007,3200.0,10126.55,1
1994I_19940714.fits,1994I,2449548.007,3288.34,10000.0,1
1994I_19940804a.fits,1994I,2449569.007,5100.0,10400.0,1
1994I_19940902.fits,1994I,2449598.007,3218.36,10300.0,1
1994N_19940510.fits,1994N,2449482.542,3698.28,9844.85,1
1994N_19940514.fits,1994N,2449486.556,4510.22,7142.22,1
1994N_19940605.fits,1994N,2449508.526,3701.0,6892.56,3
1994N_19950130d.fits,1994N,2449747.802,3973.7,8868.98,2
1995ac_19951002.fits,1995ac,2449992.514,3751.18,9920.0,1
1995ac_19951013.fits,1995ac,2450004.667,3744.79,6942.86,1
1995ac_19951114.fits,1995ac,2450035.572,3965.52,10066.62,1
1995ad_19950929a.fits,1995ad,2449989.799,3929.19,7797.29,1
1995ad_19950929b.fits,1995ad,2449989.813,4054.67,7835.59,1
1995ad_19951002a.fits,1995ad,2449992.885,3750.47,9834.43,1
1995ad_19951002b.fits,1995ad,2449992.885,3751.18,6940.2,1
1995ad_19951002c.fits,1995ad,2449992.892,5988.49,9916.92,1
1995ad_19951002d.fits,1995ad,2449992.896,3390.0,9990.0,1
1995ad_19951002e.fits,1995ad,2449992.896,3751.18,9920.0,1
1995ad_19951014a.fits,1995ad,2450004.885,3744.79,6942.86,1
1995ad_19951014b.fits,1995ad,2450004.891,3744.79,6942.86,1
1995ad_19951119.fits,1995ad,2450040.852,3250.12,10715.21,1
1995ad_19951120a.fits,1995ad,2450041.833,3345.41,10713.88,1
1995ad_19951120.fits,1995ad,2450041.819,3329.53,10712.98,1
1995ad_19951226.fits,1995ad,2450077.794,3941.44,9045.08,1
1995ad_19951229.fits,1995ad,2450080.776,3816.38,9914.34,1
1995ad_19960121a.fits,1995ad,2450103.625,3461.5,11105.7,1
1995ad_19960121b.fits,1995ad,2450103.667,3461.5,11105.7,1
1995ad_19960121c.fits,1995ad,2450103.646,3461.5,11105.7,1
1995ad_19960218.fits,1995ad,2450131.646,3342.39,8987.94,1
1995ad_19960219.fits,1995ad,2450132.708,3313.65,10355.31,1
1995ad_19960220b.fits,1995ad,2450133.698,3202.48,10355.31,1
1995ad_19970211a.fits,1995ad,2450490.583,6001.4,9851.73,1
1995ad_19970211b.fits,1995ad,2450490.538,6001.4,9851.73,1
1995ad_19970211c.fits,1995ad,2450490.579,6001.4,9851.73,1
1995al_19951104.fits,1995al,2450026.27,3823.57,7346.34,1
1995al_19951114.fits,1995al,2450036.016,3700.0,7594.03,1
1995al_19951116.fits,1995al,2450038.01,3700.0,7594.03,1
1995al_19951118.fits,1995al,2450040.027,3700.0,7591.09,1
1995al_19951121.fits,1995al,2450042.949,3700.0,7592.56,1
1995al_19951122.fits,1995al,2450043.702,4834.3,7105.57,1
1995al_19951123.fits,1995al,2450045.03,3700.0,7594.03,1
1995al_19951124a.fits,1995al,2450046.0,2954.42,8952.19,1
1995al_19951124b.fits,1995al,2450046.021,3700.0,7592.56,1
1995al_19951124.fits,1995al,2450045.663,5137.22,8332.42,1
1995al_19951126.fits,1995al,2450047.963,3700.0,7589.62,1
1995al_19951127.fits,1995al,2450049.018,3700.0,7592.56,1
1995al_19951130.fits,1995al,2450052.0,3160.0,9900.0,1
1995al_19951203a.fits,1995al,2450055.0,4804.14,7131.58,2
1995al_19951203.fits,1995al,2450054.633,4804.14,7131.58,2
1995al_19951217.fits,1995al,2450069.0,3180.0,10364.76,1
1995al_19951222.fits,1995al,2450073.96,3700.0,7583.74,1
1995al_19960115.fits,1995al,2450097.837,3700.0,7563.16,1
1995al_19960210.fits,1995al,2450123.799,3700.0,7564.63,1
1995al_19960421.fits,1995al,2450195.359,4244.77,8628.56,2
1995D_19950213.fits,1995D,2449761.68,3558.53,10613.94,1
1995D_19950228.fits,1995D,2449776.75,3848.16,10512.88,1
1995D_19950330.fits,1995D,2449806.604,3715.33,9848.58,1
1995D_19950529.fits,1995D,2449867.499,5700.0,10250.0,1
1995D_19950530a.fits,1995D,2449867.542,4468.63,7090.69,1
1995D_19950530b.fits,1995D,2449867.5,3156.26,4980.36,1
1995D_19951226.fits,1995D,2450077.854,3358.01,9101.2,2
1995D_19960218.fits,1995D,2450131.708,3452.06,8982.61,1
1995G_19950225a.fits,1995G,2449773.5,5920.0,7302.0,1
1995G_19950225b.fits,1995G,2449773.5,3380.0,7302.0,1
1995G_19950330.fits,1995G,2449807.497,3716.8,9808.35,1
1995G_19951014b.fits,1995G,2450004.875,3744.79,6942.86,1
1995G_19951031.fits,1995G,2450021.556,4530.13,8306.24,1
1995G_19951114.fits,1995G,2450035.733,3858.62,8389.14,1
1995G_19960119.fits,1995G,2450101.646,3370.0,9191.43,1
1995G_19960119merg.fits,1995G,2450101.646,3370.0,9191.43,1
1995G_19960218a.fits,1995G,2450131.583,4448.51,7060.65,1
1995G_19960904.fits,1995G,2450330.896,5160.37,9251.53,1
1995G_19960906c.fits,1995G,2450332.5,3249.54,9247.39,1
1995G_19961219.fits,1995G,2450436.5,3517.68,9278.94,1
1995G_19970217a.fits,1995G,2450496.563,3154.84,10639.25,2
1995G_19970922.fits,1995G,2450713.903,5206.35,9312.35,2
1995N_19950509.fits,1995N,2449846.667,5147.1,6887.84,1
1995N_19950529a.fits,1995N,2449866.5,3796.87,8455.81,1
1995N_19950529b.fits,1995N,2449866.5,5700.0,10658.8,1
1995N_19950529c.fits,1995N,2449866.5,3245.16,4924.57,1
1995N_19950529d.fits,1995N,2449866.5,4468.63,7090.69,1
1995N_19950530e.fits,1995N,2449867.5,3159.3,7094.25,1
1995N_19950627.fits,1995N,2449895.667,4504.37,8453.92,1
1995N_19950706.fits,1995N,2449904.592,3557.98,7485.09,1
1995N_19950722.fits,1995N,2449920.594,3793.13,5504.4,1
1995N_19950802.fits,1995N,2449931.536,3966.24,7961.25,1
1995N_19950803a.fits,1995N,2449932.517,3963.53,7961.24,1
1995N_19960119b.fits,1995N,2450101.5,4442.95,7117.4,1
1995N_19960121.fits,1995N,2450103.865,3461.5,11105.7,1
1995N_19960122c.fits,1995N,2450104.5,3461.5,11105.7,1
1995N_19960218a.fits,1995N,2450131.792,4448.62,7060.76,1
1995N_19960218b.fits,1995N,2450131.84,3216.0,8998.98,1
1995N_19960219a.fits,1995N,2450132.781,3040.41,10355.31,1
1995N_19960219b.fits,1995N,2450132.813,3040.41,10355.31,1
1995N_19960219c.fits,1995N,2450132.854,3040.41,10355.31,1
1995N_19960220a.fits,1995N,2450133.771,3040.41,10355.31,1
1995N_19960220b.fits,1995N,2450133.813,3040.41,10355.31,1
1995N_19960225.fits,1995N,2450138.813,3059.03,10470.13,1
1995N_19960313.fits,1995N,2450155.5,3096.34,8911.04,1
1995N_19960317.fits,1995N,2450159.885,3751.67,6930.1,1
1995N_19960416.fits,1995N,2450189.876,3748.05,6942.68,1
1995N_19960418.fits,1995N,2450191.86,3149.2,10668.15,1
1995N_19960419.fits,1995N,2450192.781,3077.59,10670.0,1
1995N_19960425c.fits,1995N,2450198.833,3059.03,10470.13,1
1995N_19960509.fits,1995N,2450212.708,3202.48,10591.64,1
1995N_19960519a.fits,1995N,2450222.792,4496.5,8454.65,1
1995N_19960609c.fits,1995N,2450243.764,3760.16,9875.62,1
1995N_19960714.fits,1995N,2450279.188,3015.85,10015.38,1
1995N_19960910.fits,1995N,2450336.542,3512.36,11104.76,1
1995N_19970212c.fits,1995N,2450491.833,3843.65,7977.65,1
1995N_19970403.fits,1995N,2450541.799,3812.8,10336.02,1
1995N_19970416.fits,1995N,2450554.833,3652.12,9019.23,1
1995N_19970810.fits,1995N,2450670.5,4064.49,9012.44,2
1995N_19970823.fits,1995N,2450683.542,3407.13,9027.36,1
1995N_19980530.fits,1995N,2450963.781,3371.86,10288.66,1
1995N_19980812a.fits,1995N,2451037.504,3236.54,10756.1,1
1995N_19980812b.fits,1995N,2451037.563,3149.88,10759.44,1
1995N_19990413.fits,1995N,2451281.759,3353.4,7565.92,1
1995N_20000408.fits,1995N,2451642.818,3371.8,7507.34,1
1995N_20010318.fits,1995N,2451986.854,3746.9,9239.92,1
1995N_20020616.fits,1995N,2452441.7,4262.82,9626.55,1
1995N_20040730.fits,1995N,2453216.569,3605.08,9648.83,1
1995N_20080301.fits,1995N,2454526.757,4243.13,9643.54,1
1995N_20100713.fits,1995N,2455390.575,3260.0,25025.0,1
1995N_20101015.fits,1995N,2455484.78,3261.16,24600.0,1
1996aq_19960819.fits,1996aq,2450315.479,3485.91,11085.71,1
1996aq_19960820.fits,1996aq,2450316.479,3485.91,11085.71,1
1996aq_19960822.fits,1996aq,2450318.49,3485.91,11085.71,1
1996aq_19960831c.fits,1996aq,2450326.5,3731.22,9893.7,1
1996aq_19960904.fits,1996aq,2450330.5,3177.7,9820.35,1
1996aq_19960905.fits,1996aq,2450330.5,3345.66,6010.72,1
1996aq_19960906.fits,1996aq,2450332.5,5150.91,9250.31,1
1996aq_19960910b.fits,1996aq,2450336.5,3512.36,9909.68,1
1996aq_19970211.fits,1996aq,2450490.856,6000.85,9851.18,1
1996aq_19970402.fits,1996aq,2450540.83,3811.72,9824.81,1
1996aq_19970514c.fits,1996aq,2450582.708,3580.15,9252.9,1
1996W_19960418.fits,1996W,2450191.56,3329.53,10667.71,1
1996W_19960419.fits,1996W,2450192.615,3329.53,10666.12,1
1996W_19960421.fits,1996W,2450195.375,4334.99,8607.24,1
1996W_19960424.fits,1996W,2450198.479,3250.12,10465.75,1
1996W_19960425a.fits,1996W,2450198.521,3266.0,10465.75,1
1996W_19960425b.fits,1996W,2450198.542,3234.24,10465.75,1
1996W_19960509.fits,1996W,2450212.5,3113.94,10591.64,1
1996W_19960512.fits,1996W,2450215.625,3113.94,10591.64,1
1996W_19960519a.fits,1996W,2450222.566,2917.12,9051.9,1
1996W_19960612.fits,1996W,2450247.471,2896.26,10458.78,1
1996W_19961215.fits,1996W,2450432.84,3840.12,7986.12,1
1996W_19970130.fits,1996W,2450478.85,5080.4,10184.46,1
1996W_19970213.fits,1996W,2450492.855,5222.53,9280.53,1
1996X_19960414a.fits,1996X,2450187.757,4654.15,6633.59,1
1996X_19960416.fits,1996X,2450189.779,3748.05,9916.77,1
1996X_19960417.fits,1996X,2450190.671,4707.2,6623.68,1
1996X_19960418.fits,1996X,2450191.75,3079.2,10670.01,1
1996X_19960419.fits,1996X,2450192.76,3077.65,10669.29,1
1996X_19960421.fits,1996X,2450195.49,4230.45,8543.69,1
1996X_19960425.fits,1996X,2450198.75,3059.03,10470.13,1
1996X_19960430.fits,1996X,2450203.635,4153.83,6770.04,1
1996X_19960510.fits,1996X,2450213.5,3113.94,10591.64,1
1996X_19960512.fits,1996X,2450215.75,3113.94,10591.64,1
1996X_19960519.fits,1996X,2450222.75,3372.2,9254.6,1
1996X_19960613.fits,1996X,2450247.58,3064.9,10462.42,1
1996X_19960614.fits,1996X,2450248.571,3064.94,10069.94,2
1996X_19960714.fits,1996X,2450279.167,3266.0,8570.22,1
1996X_19961220.fits,1996X,2450437.528,3566.25,9278.88,2
1996X_19970210.fits,1996X,2450489.854,3730.55,6906.89,1
1996Z_19960518a.fits,1996Z,2450222.479,3260.55,9099.47,1
1996Z_19961214.fits,1996Z,2450431.792,3840.0,7986.0,1
1996Z_19970206.fits,1996Z,2450485.71,3731.3,6907.64,1
1997B_19970114.fits,1997B,2450462.5,5235.54,9023.39,1
1997B_19970116b.fits,1997B,2450464.583,3701.25,7571.25,1
1997B_19970116.fits,1997B,2450464.5,6000.61,9850.94,1
1997B_19970130.fits,1997B,2450478.708,4187.1,10180.13,1
1997B_19970206c.fits,1997B,2450485.604,3730.03,9854.47,1
1997B_19970210c.fits,1997B,2450489.583,3730.08,9854.52,1
1997B_19970213c.fits,1997B,2450492.667,3607.94,9279.25,1
1997B_19970403.fits,1997B,2450541.521,3837.72,10015.38,1
1997B_19970923.fits,1997B,2450714.896,5209.23,9313.23,1
1997B_19971011.fits,1997B,2450732.813,5056.84,9697.84,1
1997B_19980202.fits,1997B,2450846.667,3865.03,8032.57,1
1997bp_19970410.fits,1997bp,2450549.469,4622.98,8996.97,1
1997bp_19970416.fits,1997bp,2450554.785,3385.29,10328.23,1
1997bp_19970430.fits,1997bp,2450568.77,3168.35,10779.25,1
1997bp_19970513.fits,1997bp,2450581.67,3448.09,9261.96,1
1997bp_19980202.fits,1997bp,2450846.786,3865.02,8032.56,1
1997bp_19980530.fits,1997bp,2450963.642,3368.68,7504.38,2
1997br_19970416.fits,1997br,2450554.813,3427.11,10327.22,1
1997br_19970429.fits,1997br,2450567.792,3168.35,10779.25,1
1997br_19970513.fits,1997br,2450581.813,3329.25,9262.48,1
1997br_19970810.fits,1997br,2450670.792,4064.49,9012.44,1
1997br_19980322.fits,1997br,2450894.876,3913.65,9029.12,2
1997br_19980529.fits,1997br,2450962.736,3454.09,7503.54,1
1997cw_19970810.fits,1997cw,2450670.771,4064.77,10181.55,1
1997cw_19971008.fits,1997cw,2450729.646,3239.66,10033.21,1
1997cw_19971011.fits,1997cw,2450732.688,3675.93,8732.97,1
1997cy_19970724.fits,1997cy,2450653.917,3664.02,8773.0,1
1997cy_19970808.fits,1997cy,2450668.901,3413.4,9293.5,1
1997cy_19970824.fits,1997cy,2450685.25,3567.7,10765.33,1
1997cy_19970923.fits,1997cy,2450714.806,3500.0,9312.5,1
1997cy_19971008.fits,1997cy,2450729.75,3266.0,10040.25,1
1997cy_19971125.fits,1997cy,2450778.208,3377.17,10001.25,1
1997cy_19971204.fits,1997cy,2450787.292,3552.36,9020.04,1
1997cy_19980126.fits,1997cy,2450839.615,3561.83,10612.13,1
1997cy_19980218.fits,1997cy,2450862.582,3277.01,10317.12,1
1997cy_19980322.fits,1997cy,2450894.529,3802.48,9028.16,1
1997cy_19980812.fits,1997cy,2451037.882,4028.29,9761.29,1
1997cy_19980830.fits,1997cy,2451055.833,3506.0,7424.58,2
1997cy_19990208.fits,1997cy,2451217.67,3367.14,7483.14,3
1997cy_19990311.fits,1997cy,2451248.594,3116.18,10758.49,3
1997cy_19990412.fits,1997cy,2451280.535,3352.9,7565.42,3
1997D_19970114.fits,1997D,2450462.688,3701.25,7571.25,1
1997D_19970115a.fits,1997D,2450463.646,3701.25,7571.25,1
1997D_19970115b.fits,1997D,2450463.667,3720.59,7567.33,1
1997D_19970116.fits,1997D,2450464.611,3783.62,7571.25,1
1997D_19970117.fits,1997D,2450465.542,3701.25,7571.25,2
1997D_19970127IR.fits,1997D,2450475.5,9595.0,23180.44,1
1997D_19970131.fits,1997D,2450479.5,3858.06,9694.25,1
1997D_19970131uvoir.fits,1997D,2450479.5,3908.19,23181.63,1
1997D_19970206.fits,1997D,2450485.563,3730.03,9854.47,1
1997D_19970212.fits,1997D,2450491.57,5222.53,9280.53,1
1997D_19970213.fits,1997D,2450493.5,4177.67,9280.29,1
1997D_19970214.fits,1997D,2450493.572,4152.36,8008.16,1
1997D_19970303.fits,1997D,2450510.51,3727.95,6910.63,1
1997D_19970501.fits,1997D,2450569.5,3774.19,9253.1,1
1997D_19970921.fits,1997D,2450712.781,4084.7,7486.7,1
1997D_19980202.fits,1997D,2450846.563,3864.86,8032.4,1
1997X_19970206d.fits,1997X,2450485.833,3730.03,9854.47,1
1997X_19970212c.fits,1997X,2450491.75,3279.14,9279.76,1
1997X_19970217.fits,1997X,2450496.771,3083.85,10639.25,1
1997X_19970312.fits,1997X,2450519.542,4007.69,8342.79,1
1997X_19970313c.fits,1997X,2450521.0,4007.69,9597.89,1
1997X_19970402.fits,1997X,2450540.722,3811.79,10337.23,1
1997X_19970416c.fits,1997X,2450554.736,3567.74,10211.26,1
1997X_19970429a.fits,1997X,2450567.708,3168.35,10779.25,1
1997X_19970513c.fits,1997X,2450581.75,3583.62,10269.48,1
1998bu_19980512.fits,1998bu,2450945.5,3595.68,9097.0,1
1998bu_19980515.fits,1998bu,2450948.5,3304.35,9067.55,1
1998bu_19980516.fits,1998bu,2450950.0,3720.0,7540.5,1
1998bu_19980517.fits,1998bu,2450950.5,3304.84,9076.66,1
1998bu_19980518.fits,1998bu,2450951.5,3249.29,9460.0,1
1998bu_19980520.fits,1998bu,2450954.0,3620.0,5520.5,1
1998bu_19980528.fits,1998bu,2450962.0,3720.0,7540.5,1
1998bu_19980529.fits,1998bu,2450962.563,3370.51,10290.56,1
1998bu_19980530.fits,1998bu,2450964.0,3720.0,7540.5,1
1998bu_19980531.fits,1998bu,2450964.5,3540.1,5573.1,1
1998bu_19980601.fits,1998bu,2450966.0,3720.0,7540.5,1
1998bu_19980602.fits,1998bu,2450966.5,4915.23,10265.3,1
1998bu_19980616.fits,1998bu,2450981.0,3720.0,7540.5,1
1998bu_19980617.fits,1998bu,2450982.0,3720.0,7540.5,1
1998bu_19980618.fits,1998bu,2450983.0,3720.0,7540.5,1
1998bu_19980619.fits,1998bu,2450984.0,3720.0,7540.5,1
1998bu_19980620.fits,1998bu,2450985.0,3720.0,7540.5,1
1998bu_19980621.fits,1998bu,2450986.0,3720.0,7540.5,1
1998bu_19980622.fits,1998bu,2450987.0,3720.0,7540.5,1
1998bu_19980623.fits,1998bu,2450988.0,3720.0,7540.5,1
1998bu_19980624.fits,1998bu,2450989.0,3720.0,7540.5,1
1998bu_19980625.fits,1998bu,2450990.0,3720.0,7540.5,1
1998bu_19980626.fits,1998bu,2450991.0,3720.0,7540.5,1
1998bu_19980627.fits,1998bu,2450992.0,3720.0,7540.5,1
1998bu_19980628.fits,1998bu,2450993.0,3720.0,7540.5,1
1998bu_19980629.fits,1998bu,2450994.0,3720.0,7540.5,1
1998bu_19980630.fits,1998bu,2450995.0,3720.0,7540.5,1
1998bu_19980701.fits,1998bu,2450996.0,3720.0,7540.5,1
1998bu_19980702.fits,1998bu,2450997.0,3720.0,7540.5,1
1998bu_19980707.fits,1998bu,2451001.5,3601.4,9292.61,1
1998bu_19980715.fits,1998bu,2451010.0,3720.0,7540.5,1
1998bu_19981114.fits,1998bu,2451132.0,3720.0,7521.0,1
1998bu_19981125.fits,1998bu,2451143.0,3720.0,7540.5,1
1998bu_19981213.fits,1998bu,2451161.0,3720.0,7540.5,1
1998bu_19981222.fits,1998bu,2451170.0,3720.0,7540.5,1
1998bu_19990117.fits,1998bu,2451196.0,3720.0,7540.5,1
1998bu_19990123.fits,1998bu,2451201.771,3579.69,9043.77,1
1998bu_19990413.fits,1998bu,2451281.669,3353.4,7493.8,1
1998bw_19980501.fits,1998bw,2450934.792,5974.84,9198.84,1
1998bw_19980503.fits,1998bw,2450936.896,3342.76,8999.56,1
1998bw_19980504.fits,1998bw,2450937.792,3354.89,10257.08,1
1998bw_19980506a.fits,1998bw,2450939.912,7120.19,7656.86,3
1998bw_19980506b.fits,1998bw,2450939.912,7120.19,7656.98,3
1998bw_19980507.fits,1998bw,2450940.792,3500.06,8997.99,1
1998bw_19980508.fits,1998bw,2450941.792,3300.87,10180.93,1
1998bw_19980509.fits,1998bw,2450942.792,3393.05,10148.97,1
1998bw_19980511.fits,1998bw,2450944.792,3459.44,10207.8,1
1998bw_19980513.fits,1998bw,2450946.896,3459.43,10207.78,1
1998bw_19980514.fits,1998bw,2450947.896,3350.02,8957.37,1
1998bw_19980516.fits,1998bw,2450949.896,3377.0,8996.69,1
1998bw_19980518_IR.fits,1998bw,2450951.5,9428.25,25476.93,1
1998bw_19980519.fits,1998bw,2450952.896,3354.34,8995.74,1
1998bw_19980521.fits,1998bw,2450954.896,3377.0,8996.69,1
1998bw_19980522.fits,1998bw,2450955.896,3376.2,8998.14,1
1998bw_19980523.fits,1998bw,2450956.792,3099.72,10244.7,1
1998bw_19980529.fits,1998bw,2450962.896,3347.91,10254.68,1
1998bw_19980601.fits,1998bw,2450965.799,3473.45,8995.66,1
1998bw_19980608.fits,1998bw,2450972.802,4150.0,9000.0,1
1998bw_19980612_IR.fits,1998bw,2450976.5,9427.29,25200.0,1
1998bw_19980624.fits,1998bw,2450988.74,3473.45,9000.0,1
1998bw_19980630_IR.fits,1998bw,2450994.5,9427.29,25468.73,1
1998bw_19980701.fits,1998bw,2450995.677,3363.88,8999.34,1
1998bw_19980713.fits,1998bw,2451007.5,3524.57,9037.81,1
1998bw_19980722.fits,1998bw,2451016.679,3138.96,10053.1,1
1998bw_19980912c.fits,1998bw,2451068.708,3399.03,10194.88,1
1998bw_19981126.fits,1998bw,2451143.5,3343.91,10303.21,1
1998bw_19990412.fits,1998bw,2451280.897,3353.9,9935.98,1
1998bw_19990521b.fits,1998bw,2451319.701,3350.51,9808.93,1
