#######################################
filename, sn name, jd, wmin, wmax, flag
1998es_19981114.fits,1998es,2451132.0,3720.0,7521.0,1
1998es_19981115.fits,1998es,2451133.0,3720.0,7521.0,1
1998es_19981116.fits,1998es,2451134.0,3387.1,6699.0,1
1998es_19981117.fits,1998es,2451135.0,3440.0,7521.0,1
1998es_19981118.fits,1998es,2451136.0,3400.0,7521.0,1
1998es_19981119.fits,1998es,2451137.0,3420.0,7260.0,1
1998es_19981120.fits,1998es,2451138.0,3440.0,7259.0,1
1998es_19981121.fits,1998es,2451139.0,3440.0,7259.0,1
1998es_19981122.fits,1998es,2451140.0,3440.0,7259.0,1
1998es_19981123.fits,1998es,2451140.505,3345.0,9697.33,1
1998es_19981125.fits,1998es,2451143.0,3460.0,7319.5,1
1998es_19981126.fits,1998es,2451144.0,3470.0,7319.0,1
1998es_19981127.fits,1998es,2451145.0,3460.0,7339.0,1
1998es_19981210.fits,1998es,2451158.0,3480.0,7299.0,1
1998es_19981212.fits,1998es,2451160.0,3520.0,7321.0,1
1998es_19981213.fits,1998es,2451161.0,3520.0,7340.5,1
1998es_19981214.fits,1998es,2451162.0,3520.0,7340.5,1
1998es_19981219.fits,1998es,2451167.0,3500.0,7299.5,1
1998es_19981221.fits,1998es,2451169.0,3480.0,7339.5,1
1998es_19981225.fits,1998es,2451173.0,3520.0,7339.0,1
1998es_19990104_IR.fits,1998es,2451182.584,9423.37,16366.34,1
1998es_19990109.fits,1998es,2451188.0,3720.0,7540.5,1
1998es_19990116.fits,1998es,2451195.0,3720.0,7540.5,1
1998es_19990121.fits,1998es,2451200.0,3720.0,7540.5,1
1998es_19990122.fits,1998es,2451200.569,3492.1,9048.76,1
1998es_19990207.fits,1998es,2451217.0,3720.0,7540.5,1
1998es_19990214.fits,1998es,2451224.0,3720.0,7540.5,1
1998es_19990223.fits,1998es,2451233.0,3720.0,7540.5,2
1998S_19980305.fits,1998S,2450878.003,3720.0,7540.5,1
1998S_19980319.fits,1998S,2450892.003,3720.0,7540.5,1
1998S_19980320.fits,1998S,2450893.0,3720.0,7540.5,1
1998S_19980321a.fits,1998S,2450894.003,3720.0,7540.5,1
1998S_19980321.fits,1998S,2450894.003,3720.0,7540.5,1
1998S_19980325.fits,1998S,2450897.5,3425.4,7583.79,1
1998S_19980328.fits,1998S,2450901.003,3720.0,7521.0,1
1998S_19980330.fits,1998S,2450902.507,3326.68,7489.68,1
1998S_19980331.fits,1998S,2450904.003,3720.0,7521.0,1
1998S_19980401.fits,1998S,2450905.003,3720.0,7521.0,1
1998S_19980403.fits,1998S,2450907.003,3720.0,7500.0,1
1998S_19980418.fits,1998S,2450922.003,3720.0,7420.5,1
1998S_19980419.fits,1998S,2450923.003,3499.5,7140.0,1
1998S_19980427.fits,1998S,2450931.003,3720.0,7500.0,1
1998S_19980428.fits,1998S,2450932.003,3720.0,7510.5,1
1998S_19980501.fits,1998S,2450935.003,3720.0,7521.0,1
1998S_19980503.fits,1998S,2450937.003,3720.0,7515.0,1
1998S_19980504.fits,1998S,2450938.003,3720.0,7512.0,1
1998S_19980516.fits,1998S,2450950.003,3720.0,7540.5,1
1998S_19980518.fits,1998S,2450952.003,3720.0,7540.5,1
1998S_19980528.fits,1998S,2450962.003,3720.0,7540.5,1
1998S_19980530.fits,1998S,2450964.003,3720.0,7540.5,1
1998S_19980601.fits,1998S,2450966.003,3720.0,7540.5,1
1998S_19980602.fits,1998S,2450967.003,3720.0,7540.5,1
1998S_19980616.fits,1998S,2450981.003,3720.0,7540.5,1
1998S_19980620.fits,1998S,2450985.003,3720.0,7540.5,1
1998S_19980622.fits,1998S,2450987.003,3720.0,7540.5,1
1998S_19980625.fits,1998S,2450990.003,3720.0,7540.5,1
1998S_19980628.fits,1998S,2450993.003,3720.0,7540.5,1
1998S_19980702.fits,1998S,2450997.003,3720.0,7540.5,1
1998S_19980715.fits,1998S,2451010.003,3720.0,7540.5,1
1998S_19980717.fits,1998S,2451012.003,3720.0,7540.5,1
1998S_19980724.fits,1998S,2451019.003,3720.0,7540.5,1
1998S_19980725.fits,1998S,2451020.003,3720.0,7540.5,1
1998S_19981114.fits,1998S,2451131.003,3720.0,7521.0,1
1998S_19981115.fits,1998S,2451132.003,3720.0,7521.0,1
1998S_19981121.fits,1998S,2451138.003,3720.0,7540.5,1
1998S_19981130.fits,1998S,2451147.003,3720.0,7540.5,1
1998S_19981212.fits,1998S,2451159.003,3720.0,7540.5,1
1998S_19981219.fits,1998S,2451166.003,3720.0,7540.5,1
1998S_19981221.fits,1998S,2451168.003,3720.0,7540.5,1
1998S_19990113.fits,1998S,2451191.003,3720.0,7540.5,1
1998S_19990118.fits,1998S,2451196.003,3720.0,7540.5,1
1998S_19990123.fits,1998S,2451201.003,3720.0,7540.5,1
1998S_19990124.fits,1998S,2451202.003,3720.0,7540.5,1
1998S_19990207.fits,1998S,2451216.003,3720.0,7540.5,1
1998S_19990221.fits,1998S,2451230.003,3720.0,7540.5,1
1998S_19990226.fits,1998S,2451235.625,3186.46,7537.96,1
1998S_19990310.fits,1998S,2451248.003,3720.0,7540.5,1
1998S_19990322.fits,1998S,2451260.003,3720.0,7540.5,1
1998S_19990407.fits,1998S,2451276.003,3720.0,7540.5,2
1998S_19990414.fits,1998S,2451283.003,3774.69,7540.5,2
1998S_19990507.fits,1998S,2451306.003,3762.28,6831.0,1
1998S_19990516.fits,1998S,2451315.003,3720.0,7540.5,1
1998S_19990603.fits,1998S,2451333.486,3300.67,7553.38,1
1998S_19990720.fits,1998S,2451380.448,3771.13,7515.45,1
1998S_20040118.fits,1998S,2453022.003,3270.0,7237.22,1
1999ac_19990227.fits,1999ac,2451236.89,3790.07,10306.3,1
1999ac_19990303.fits,1999ac,2451240.95,3826.9,8859.1,1
1999ac_19990307_IR.fits,1999ac,2451244.875,9420.87,25470.49,1
1999ac_19990309.fits,1999ac,2451247.02,3720.0,7540.5,1
1999ac_19990310.fits,1999ac,2451248.02,3720.0,7540.5,1
1999ac_19990311a.fits,1999ac,2451248.95,3594.04,9267.5,1
1999ac_19990311.fits,1999ac,2451248.896,3116.73,9824.81,1
1999ac_19990312.fits,1999ac,2451250.02,3720.0,7540.5,1
1999ac_19990314.fits,1999ac,2451251.917,3330.65,7493.63,1
1999ac_19990316.fits,1999ac,2451253.917,3284.78,9654.14,1
1999ac_19990321.fits,1999ac,2451258.917,3500.0,9267.5,1
1999ac_19990322a.fits,1999ac,2451259.917,3227.07,9253.61,1
1999ac_19990322.fits,1999ac,2451260.0,3720.0,7540.5,1
1999ac_19990323.fits,1999ac,2451261.0,3720.0,7540.5,1
1999ac_19990324.fits,1999ac,2451262.0,3720.0,7540.5,1
1999ac_19990325a.fits,1999ac,2451262.917,3254.42,9277.9,1
1999ac_19990325.fits,1999ac,2451262.99,3720.0,7540.5,1
1999ac_19990330.fits,1999ac,2451267.917,3238.81,9240.13,1
1999ac_19990407.fits,1999ac,2451275.94,3720.0,7540.5,1
1999ac_19990409.fits,1999ac,2451277.94,3720.0,7540.5,1
1999ac_19990411a.fits,1999ac,2451279.917,3341.38,10254.77,1
1999ac_19990411.fits,1999ac,2451279.96,3720.0,7540.5,1
1999ac_19990413.fits,1999ac,2451281.95,3720.0,7540.5,1
1999ac_19990414.fits,1999ac,2451282.917,3321.34,10482.71,1
1999ac_19990415.fits,1999ac,2451283.94,3720.0,7540.5,1
1999ac_19990416.fits,1999ac,2451284.917,3391.65,10126.89,1
1999ac_19990417.fits,1999ac,2451285.99,3720.0,7540.5,1
1999ac_19990419.fits,1999ac,2451287.93,3720.0,7540.5,1
1999ac_19990421.fits,1999ac,2451289.93,3720.0,7540.5,1
1999ac_19990422.fits,1999ac,2451290.917,3344.34,10194.18,1
1999ac_19990423a.fits,1999ac,2451291.917,3566.25,9299.5,1
1999ac_19990423.fits,1999ac,2451291.93,3720.0,7540.5,1
1999ac_19990425.fits,1999ac,2451293.917,3269.17,8002.08,1
1999ac_19990507.fits,1999ac,2451305.87,3729.0,6813.0,1
1999ac_19990515.fits,1999ac,2451313.87,3720.0,7540.5,1
1999ac_19990604.fits,1999ac,2451333.667,3300.67,7553.38,1
1999ac_19990608.fits,1999ac,2451337.87,3720.0,7540.5,1
1999ac_19990819.fits,1999ac,2451409.563,3290.38,10238.35,1
1999ac_20000303.fits,1999ac,2451606.865,3374.5,7459.17,2
1999ac_20000330.fits,1999ac,2451633.875,3371.0,7486.84,3
1999ac_20000407.fits,1999ac,2451641.859,3367.7,7511.2,2
1999br_19990423.fits,1999br,2451291.726,3626.18,9301.0,1
1999br_19990426.fits,1999br,2451294.643,3519.45,9731.02,1
1999br_19990429.fits,1999br,2451297.683,3424.32,10141.94,1
1999br_19990503.fits,1999br,2451301.64,3388.59,9999.01,1
1999br_19990511.fits,1999br,2451309.692,3763.77,10106.2,1
1999br_19990519.fits,1999br,2451317.676,3442.18,10052.61,1
1999br_19990521.fits,1999br,2451320.021,3350.51,10221.84,1
1999br_19990720.fits,1999br,2451380.45,3538.46,9046.45,1
1999by_19990506.fits,1999by,2451304.726,3598.57,7538.81,1
1999by_19990507.fits,1999by,2451305.636,3596.75,7537.1,1
1999by_19990508.fits,1999by,2451306.645,3273.59,9037.35,1
1999by_19990509.fits,1999by,2451307.678,3569.4,5575.3,1
1999by_19990514.fits,1999by,2451312.643,3306.36,9398.93,1
1999by_19990515.fits,1999by,2451313.655,3608.73,7546.45,1
1999by_19990516.fits,1999by,2451314.671,3624.57,7562.22,1
1999by_19990517.fits,1999by,2451315.66,3623.47,7561.15,1
1999by_19990518.fits,1999by,2451316.637,3621.48,7559.43,1
1999by_19990519.fits,1999by,2451317.639,3621.97,7559.17,1
1999by_19990521.fits,1999by,2451319.641,5511.39,7508.53,1
1999by_19990522.fits,1999by,2451320.64,3870.42,5898.28,1
1999by_19990605.fits,1999by,2451334.668,3627.53,7564.08,1
1999by_19990609.fits,1999by,2451338.666,3622.27,7560.17,1
1999by_19990611.fits,1999by,2451340.666,3624.8,7562.46,1
1999by_19990613.fits,1999by,2451342.668,3627.78,7565.8,1
1999by_19990622.fits,1999by,2451351.673,3634.36,7574.58,1
1999by_19991109.fits,1999by,2451492.0,3991.51,9679.42,1
1999dk_19990814.fits,1999dk,2451404.563,3225.62,9076.85,1
1999dk_19990825.fits,1999dk,2451415.786,3455.09,9900.0,1
1999dk_19990903.fits,1999dk,2451424.891,3482.88,9029.45,1
1999dk_19990912.fits,1999dk,2451434.385,3331.78,7501.13,1
1999dk_19990914.fits,1999dk,2451435.818,3372.5,7477.8,1
1999dk_19991103.fits,1999dk,2451485.699,3634.57,9057.87,1
1999dn_19990821a.fits,1999dn,2451412.0,4617.9,8642.91,1
1999dn_19990821.fits,1999dn,2451412.0,4617.9,8642.91,1
1999dn_19990825.fits,1999dn,2451415.735,3599.85,9025.68,1
1999dn_19990828.fits,1999dn,2451418.835,3488.59,9032.71,1
1999dn_19990831a.fits,1999dn,2451422.111,3568.73,8293.32,1
1999dn_19990831.fits,1999dn,2451422.111,3473.45,8293.32,1
1999dn_19990903.fits,1999dn,2451424.766,3566.25,9026.57,1
1999dn_19990909.fits,1999dn,2451430.51,3182.32,7577.62,1
1999dn_19990910.fits,1999dn,2451432.0,3472.46,10250.0,1
1999dn_19990914a.fits,1999dn,2451435.5,3464.9,7366.0,1
1999dn_19990914b.fits,1999dn,2451436.0,3567.74,10549.45,1
1999dn_19990914_ekar.fits,1999dn,2451435.5,3493.8,7414.39,1
1999dn_19990914.fits,1999dn,2451435.775,3489.08,7478.3,1
1999dn_19990917.fits,1999dn,2451439.0,3440.69,10550.0,1
1999dn_19991008.fits,1999dn,2451460.0,3742.43,10500.0,1
1999dn_19991103a.fits,1999dn,2451486.111,3788.59,9055.2,1
1999dn_19991103.fits,1999dn,2451485.646,3770.12,9054.93,1
1999dn_19991104.fits,1999dn,2451486.576,3802.48,9054.93,1
1999dn_20000901.fits,1999dn,2451788.667,5969.08,9677.92,1
1999E_19990123a.fits,1999E,2451201.505,3663.03,10230.65,1
1999E_19990123b.fits,1999E,2451201.844,5825.56,8432.19,1
1999E_19990207.fits,1999E,2451217.757,3064.52,10791.76,1
1999E_19990226.fits,1999E,2451235.667,3186.46,7537.96,1
1999E_19990307_IR.fits,1999E,2451244.782,9420.87,16537.8,1
1999E_19990311.fits,1999E,2451248.813,3116.73,9999.5,1
1999E_19990412.fits,1999E,2451280.786,3353.4,10225.0,1
1999E_19990521.fits,1999E,2451319.185,3350.51,10094.79,1
1999E_19990603.fits,1999E,2451333.387,3300.67,7553.38,1
1999E_19990707.fits,1999E,2451366.565,3514.09,9054.29,1
1999E_19990720.fits,1999E,2451380.417,3285.36,7517.33,1
1999E_19990825.fits,1999E,2451416.521,3858.06,9046.44,2
1999E_19990827.fits,1999E,2451418.01,3844.17,9037.1,1
1999E_19991229.fits,1999E,2451541.846,3913.65,9058.51,2
1999E_20000111.fits,1999E,2451554.819,3347.77,7506.83,1
1999E_20000303.fits,1999E,2451606.823,3471.22,7458.67,1
1999E_20000408.fits,1999E,2451642.696,6271.19,8186.41,1
1999em_19991029.fits,1999em,2451480.5,3286.89,9878.87,1
1999em_19991030a.fits,1999em,2451481.003,3792.56,7540.5,1
1999em_19991030.fits,1999em,2451481.8,3316.13,9855.32,1
1999em_19991031.fits,1999em,2451482.003,3720.0,7540.5,1
1999em_19991101.fits,1999em,2451483.003,3720.0,7540.5,1
1999em_19991102.fits,1999em,2451484.003,3503.0,7540.5,1
1999em_19991103a.fits,1999em,2451485.851,3677.42,9058.15,1
1999em_19991103b.fits,1999em,2451485.863,3635.73,9055.89,1
1999em_19991103.fits,1999em,2451485.003,3738.96,7540.5,1
1999em_19991104a.fits,1999em,2451486.767,3427.3,9054.39,1
1999em_19991104b.fits,1999em,2451486.781,3566.25,9055.84,1
1999em_19991104.fits,1999em,2451486.003,3730.02,7540.5,1
1999em_19991108.fits,1999em,2451490.003,3751.86,7540.5,1
1999em_19991109.fits,1999em,2451491.003,3720.0,7540.5,1
1999em_19991112.fits,1999em,2451494.003,3720.0,7540.5,1
1999em_19991114.fits,1999em,2451496.703,9415.24,25456.44,1
1999em_19991114_IR.fits,1999em,2451496.703,9415.24,25456.44,1
1999em_19991130.fits,1999em,2451512.003,3720.0,7540.5,1
1999em_19991205a.fits,1999em,2451517.791,3345.0,7495.41,1
1999em_19991205b.fits,1999em,2451517.799,5994.0,10195.76,1
1999em_19991205.fits,1999em,2451517.795,3345.0,10191.33,1
1999em_19991207.fits,1999em,2451519.003,3720.0,7540.5,1
1999em_19991210.fits,1999em,2451522.003,3720.0,7540.5,1
1999em_19991212.fits,1999em,2451524.003,3720.0,7540.5,1
1999em_19991218.fits,1999em,2451530.755,3366.5,10241.62,1
1999em_19991229.fits,1999em,2451541.706,3635.73,9050.92,1
1999em_20000102.fits,1999em,2451545.003,3720.0,7540.5,1
1999em_20000104.fits,1999em,2451547.003,3765.76,7540.5,1
1999em_20000106.fits,1999em,2451549.003,3774.69,7540.5,1
1999em_20000110.fits,1999em,2451553.003,3783.62,7540.5,1
1999em_20000112.fits,1999em,2451555.003,3756.82,7540.5,1
1999em_20000114.fits,1999em,2451557.003,3828.29,7540.5,1
1999em_20000129.fits,1999em,2451572.003,3774.69,7540.5,1
1999em_20000130.fits,1999em,2451573.003,5500.0,7480.0,1
1999em_20000131.fits,1999em,2451575.423,3881.89,7517.99,1
1999em_20000209.fits,1999em,2451584.349,3783.62,7809.82,1
1999em_20000212.fits,1999em,2451586.003,3720.0,7521.0,1
1999em_20000216.fits,1999em,2451590.566,3800.0,9032.35,1
1999em_20000226.fits,1999em,2451600.003,3881.89,7540.5,1
1999em_20000302.fits,1999em,2451606.003,4105.21,7540.5,1
1999em_20000309.fits,1999em,2451613.003,3989.08,7540.5,1
1999em_20000313.fits,1999em,2451616.53,3899.75,9050.53,1
1999em_20000407.fits,1999em,2451641.51,3372.47,10304.38,1
1999em_20000408.fits,1999em,2451641.51,3372.47,10304.38,1
1999em_20000901.fits,1999em,2451788.878,3472.46,10265.72,1
1999em_20000908.fits,1999em,2451795.601,3596.76,7774.64,1
1999em_20001119.fits,1999em,2451867.5,3635.73,9110.39,1
1999em_20010111.fits,1999em,2451920.695,9423.07,16538.87,1
1999em_20010111_IR.fits,1999em,2451920.695,9423.07,16538.87,1
1999em_20010201.fits,1999em,2451941.573,3535.98,10260.43,1
1999em_20010318.fits,1999em,2451986.556,3941.44,9239.03,1
1999em_20010727.fits,1999em,2452117.915,4556.82,8725.56,1
1999eu_19991110.fits,1999eu,2451492.64,3649.63,9049.9,1
1999eu_19991114.fits,1999eu,2451496.808,3376.7,7523.57,1
1999eu_19991205.fits,1999eu,2451517.738,3345.0,10326.53,1
1999eu_19991218.fits,1999eu,2451530.708,3366.5,7480.17,2
1999ex_19991114a.fits,1999ex,2451496.5,3399.5,9485.86,1
1999ex_19991114b.fits,1999ex,2451496.561,9359.84,23799.84,1
1999ex_19991114.fits,1999ex,2451496.622,3594.04,9333.0,1
1999ex_19991118.fits,1999ex,2451500.53,9739.46,24689.46,1
1999ex_19991119a.fits,1999ex,2451501.727,3343.92,9694.29,1
1999ex_19991119.fits,1999ex,2451501.5,3774.69,9687.05,1
1999ex_19991128a.fits,1999ex,2451510.519,9732.51,24465.51,1
1999ex_19991128.fits,1999ex,2451511.007,3802.48,9430.27,1
1999gi_19991210.fits,1999gi,2451522.003,3720.0,7540.5,1
1999gi_19991212.fits,1999gi,2451524.003,3720.0,7540.5,1
1999gi_19991213.fits,1999gi,2451525.003,3720.0,7540.5,1
1999gi_20000105.fits,1999gi,2451548.003,3720.0,7540.5,1
1999gi_20000110.fits,1999gi,2451553.003,3720.0,7540.5,1
1999gi_20000113.fits,1999gi,2451556.003,3720.0,7540.5,1
1999gi_20000131.fits,1999gi,2451574.728,3631.76,7519.42,1
1999gi_20000304.fits,1999gi,2451608.003,3720.0,7540.5,1
1999gi_20000308.fits,1999gi,2451613.003,3765.76,7540.5,1
1999gi_20000425.fits,1999gi,2451660.003,3738.96,7540.5,1
1999gi_20000510.fits,1999gi,2451674.003,3720.0,7540.5,1
1999gi_20000526.fits,1999gi,2451690.003,3720.0,7540.5,1
1999gi_20000603.fits,1999gi,2451699.436,3752.11,7494.74,1
2000cx_20000726.fits,2000cx,2451751.003,3720.0,7540.5,1
2000cx_20000727.fits,2000cx,2451752.003,3720.0,7540.5,1
2000cx_20000728.fits,2000cx,2451753.888,3701.78,8932.92,1
2000cx_20000803.fits,2000cx,2451759.003,3720.0,7540.5,1
2000cx_20000823.fits,2000cx,2451779.613,3533.5,7525.85,1
2000cx_20000829.fits,2000cx,2451785.684,3490.66,8104.66,1
2000cx_20000902.fits,2000cx,2451789.003,3720.0,7540.5,1
2000cx_20000903.fits,2000cx,2451790.003,3720.0,7540.5,1
2000cx_20000905.fits,2000cx,2451792.003,3720.0,7540.5,1
2000cx_20000908.fits,2000cx,2451796.492,3583.13,7774.64,1
2000cx_20000919.fits,2000cx,2451806.003,3720.0,7540.5,1
2000cx_20000921.fits,2000cx,2451808.003,3720.0,7540.5,1
2000cx_20000927.fits,2000cx,2451814.003,3720.0,7540.5,1
2000cx_20001003.fits,2000cx,2451820.003,3640.0,7520.5,1
2000cx_20001029.fits,2000cx,2451846.003,3640.0,7540.0,1
2000cx_20001118.fits,2000cx,2451866.61,3604.47,8997.21,1
2000cx_20001120.fits,2000cx,2451868.003,3660.0,7540.5,1
2000cx_20001124.fits,2000cx,2451872.003,3810.5,7490.0,1
2000cx_20001130.fits,2000cx,2451878.003,3720.0,7540.5,1
2000cx_20001217.fits,2000cx,2451894.003,3720.0,7540.5,1
2000cx_20001230.fits,2000cx,2451907.003,3720.0,7540.5,1
2000cx_20010126.fits,2000cx,2451934.003,3660.0,7180.0,1
2000dk_20000920.fits,2000dk,2451807.003,3720.0,7540.5,1
2000dk_20000921.fits,2000dk,2451808.003,3720.0,7540.5,1
2000dk_20000926.fits,2000dk,2451813.003,3720.0,7540.5,1
2000dk_20000929.fits,2000dk,2451816.003,3720.0,7540.5,1
2000dk_20001005.fits,2000dk,2451822.003,3650.0,7521.5,1
2000dk_20001029.fits,2000dk,2451846.003,3640.0,7540.0,1
2000dk_20001124.fits,2000dk,2451872.003,3680.0,7541.0,2
2000dk_20001224.fits,2000dk,2451901.003,3720.0,7540.5,2
2000dk_20010126.fits,2000dk,2451934.003,3756.0,7138.0,2
2000E_20000127.fits,2000E,2451571.267,3313.85,7574.24,1
2000E_20000130.fits,2000E,2451574.29,3515.09,7520.21,1
2000E_20000131.fits,2000E,2451575.378,3544.68,7521.28,1
2000E_20000210.fits,2000E,2451585.258,3354.2,7566.21,1
2000E_20000603.fits,2000E,2451698.592,3758.98,7495.52,2
2000E_20000604.fits,2000E,2451700.505,3826.51,7494.17,3
2000E_20000605.fits,2000E,2451700.594,3990.32,7496.01,2
2000H_20000210.fits,2000H,2451585.519,3747.89,7597.54,1
2000H_20000216.fits,2000H,2451590.62,3649.63,9056.12,1
2000H_20000302.fits,2000H,2451606.566,3567.74,10031.27,1
2000H_2000031314.fits,2000H,2451617.515,4012.82,9634.24,1
2000H_20000330.fits,2000H,2451633.59,3496.82,9872.23,1
2000H_20000408.fits,2000H,2451642.568,3507.81,7508.0,1
2001dc_20010710.fits,2001dc,2452100.5,4816.07,9632.04,2
2001dc_20010816.fits,2001dc,2452138.474,3371.83,8057.73,1
2001dc_20010824.fits,2001dc,2452145.5,3704.8,9994.09,1
2001eh_20010912.fits,2001eh,2452165.0,3720.0,7540.5,1
2001eh_20010915.fits,2001eh,2452168.0,3720.0,7540.5,1
2001eh_20010917.fits,2001eh,2452170.0,3720.0,7540.5,1
2001eh_20010920.fits,2001eh,2452173.0,3720.0,7540.5,1
2001eh_20010921.fits,2001eh,2452174.0,3720.0,7540.5,1
2001eh_20010922.fits,2001eh,2452175.0,3720.0,7540.5,1
2001eh_20010923.fits,2001eh,2452176.0,3720.0,7540.5,1
2001eh_20010926.fits,2001eh,2452179.0,1821.84,8566.45,1
2001eh_20011004.fits,2001eh,2452187.0,1683.98,3917.98,1
2001eh_20011013.fits,2001eh,2452196.0,3720.0,7540.5,2
2001eh_20011014.fits,2001eh,2452197.0,3720.0,7540.5,2
2001eh_20011015.fits,2001eh,2452198.0,3720.0,7540.5,2
2001eh_20011017.fits,2001eh,2452200.0,3720.0,7540.5,2
2001eh_20011019.fits,2001eh,2452202.0,3720.0,7540.5,2
2001eh_20011021.fits,2001eh,2452204.0,3720.0,7540.5,2
2001eh_20011024.fits,2001eh,2452207.0,3720.0,7540.5,2
2001eh_20011117.fits,2001eh,2452231.0,3720.0,7540.5,2
2001ep_20011010.fits,2001ep,2452193.0,3720.0,7540.5,1
2001ep_20011014.fits,2001ep,2452197.0,3720.0,7540.5,1
2001ep_20011015.fits,2001ep,2452198.0,3720.0,7540.5,1
2001ep_20011016.fits,2001ep,2452199.0,3720.0,7540.5,1
2001ep_20011017.fits,2001ep,2452200.0,3720.0,7540.5,1
2001ep_20011018.fits,2001ep,2452201.0,3720.0,7540.5,1
2001ep_20011019.fits,2001ep,2452202.0,3720.0,7540.5,1
2001ep_20011020.fits,2001ep,2452203.0,3720.0,7540.5,1
2001ep_20011021.fits,2001ep,2452204.0,3720.0,7540.5,1
2001ep_20011022.fits,2001ep,2452205.0,3720.0,7540.5,1
2001ep_20011023.fits,2001ep,2452206.0,3720.0,7540.5,1
2001ep_20011024.fits,2001ep,2452207.0,3720.0,7540.5,1
2001ep_20011025.fits,2001ep,2452208.0,3720.0,9300.0,1
2001ep_20011028.fits,2001ep,2452211.0,1700.0,9750.0,1
2001ep_20011103.fits,2001ep,2452217.0,1177.05,5704.53,1
2001ep_20011107.fits,2001ep,2452221.0,3720.0,7540.5,1
2001ep_20011115.fits,2001ep,2452229.0,3720.0,7540.5,1
2001ep_20011118.fits,2001ep,2452232.0,3720.0,7540.5,1
2001ep_20011120.fits,2001ep,2452234.0,3720.0,7540.5,2
2001ep_20011122.fits,2001ep,2452236.0,3720.0,7540.5,2
2001ep_20011204.fits,2001ep,2452248.0,3971.22,7540.5,2
2001ep_20011214.fits,2001ep,2452258.0,3819.35,7540.5,2
2001ep_20011218.fits,2001ep,2452262.0,3872.95,7540.5,2
2001ep_20011224.fits,2001ep,2452268.0,3917.62,7540.5,2
2001ep_20020114.fits,2001ep,2452289.0,3890.82,7540.5,2
2001V_20010219.fits,2001V,2451958.003,3720.0,7540.5,1
2001V_20010220.fits,2001V,2451959.003,3553.35,7540.5,1
2001V_20010221.fits,2001V,2451960.003,3720.0,7540.5,1
2001V_20010222.fits,2001V,2451961.003,3720.0,7540.5,1
2001V_20010223.fits,2001V,2451962.003,3720.0,7540.5,1
2001V_20010225.fits,2001V,2451964.003,3720.0,7540.5,1
2001V_20010226.fits,2001V,2451965.003,3720.0,7540.5,1
2001V_20010227.fits,2001V,2451966.003,3720.0,7540.5,1
2001V_20010301.fits,2001V,2451970.003,3720.0,7540.5,1
2001V_20010314.fits,2001V,2451983.003,3720.0,7540.5,1
2001V_20010315.fits,2001V,2451984.003,3720.0,7540.5,1
2001V_20010316.fits,2001V,2451985.003,3720.0,7540.5,1
2001V_20010318a.fits,2001V,2451987.003,3720.0,7540.5,1
2001V_20010318.fits,2001V,2451986.718,3455.09,9239.06,1
2001V_20010323.fits,2001V,2451992.003,3720.0,7540.5,1
2001V_20010324.fits,2001V,2451993.003,3720.0,7540.5,1
2001V_20010325a.fits,2001V,2451994.003,3720.0,7540.5,1
2001V_20010325.fits,2001V,2451994.003,3250.0,10000.0,1
2001V_20010326a.fits,2001V,2451995.0,3720.0,7540.5,1
2001V_20010326.fits,2001V,2451995.003,3250.0,8850.0,1
2001V_20010327.fits,2001V,2451996.003,3720.0,7540.5,1
2001V_20010328.fits,2001V,2451997.003,3720.0,7540.5,1
2001V_20010329.fits,2001V,2451998.003,3720.0,7540.5,1
2001V_20010401a.fits,2001V,2452001.003,3720.0,7540.5,1
2001V_20010401.fits,2001V,2452001.51,3265.87,8126.29,1
2001V_20010402.fits,2001V,2452002.003,3720.0,7540.5,1
2001V_20010414.fits,2001V,2452014.003,3720.0,7540.5,1
2001V_20010421.fits,2001V,2452021.003,3720.0,7540.5,1
2001V_20010422.fits,2001V,2452022.003,3720.0,7540.5,1
2001V_20010423.fits,2001V,2452023.003,3720.0,7440.0,1
2001V_20010424.fits,2001V,2452024.003,3720.0,7540.5,1
2001V_20010426a.fits,2001V,2452026.003,3250.0,8900.0,1
2001V_20010426.fits,2001V,2452026.003,3720.0,7540.5,1
2001V_20010427.fits,2001V,2452027.003,3720.0,7540.5,1
2001V_20010428.fits,2001V,2452028.411,3217.56,8079.06,1
2001V_20010501.fits,2001V,2452031.003,3720.0,7540.5,1
2001V_20010518.fits,2001V,2452048.003,3720.0,7540.5,1
2001V_20010523.fits,2001V,2452053.003,3720.0,7540.5,1
2001V_20010524.fits,2001V,2452054.003,3220.0,8900.0,1
2001V_20010619.fits,2001V,2452080.003,3200.0,8900.0,1
2001V_20030317.fits,2001V,2452716.003,3720.0,7540.5,1
2002bo_20020310a.fits,2002bo,2452343.559,3543.42,7726.95,1
2002bo_20020310b.fits,2002bo,2452344.492,3513.65,7726.95,1
2002bo_20020311.fits,2002bo,2452345.492,3434.24,7721.99,1
2002bo_20020313.fits,2002bo,2452347.406,3483.87,7726.97,1
2002bo_20020314.fits,2002bo,2452347.98,8134.0,25400.31,1
2002bo_20020315.fits,2002bo,2452348.536,3385.61,9080.77,1
2002bo_20020316.fits,2002bo,2452350.432,3343.92,9077.88,1
2002bo_20020318.fits,2002bo,2452352.35,3184.0,7576.98,1
2002bo_20020319a.fits,2002bo,2452352.521,3543.42,7724.24,1
2002bo_20020319b.fits,2002bo,2452353.441,3473.95,7725.81,1
