2004et	IIP
NGC6946 ABg= 1.48 0.0 ABi= 0.03 0.04 mu= 28.85 0.02 jd_expl= 53270.5 (v=4888km/sec,H0=72km/(secMpc))
_____________________________________________________________________________________________________
UBVRI	JD_MAX	 53279.2 2.0    53279.9 2.0    53288.9  2.0     53294.2 2.0    53323.9 2.0           
       m_max	 12.22	  0.0	12.90	0.0    12.58	0.0	12.16	0.0    11.91   0.0
 Date      JD        U   	 B   	      V    	  R           I              S	    Inst
xxxxxxxx  53273.     9999  .0    30.00 0.0    30.0  0.0   30.0  0.0   9999  0.00     111        
#
01102004  53279.8  11.9445  0.0351  11.5521  0.0623  11.2995 0.0530   4	    xxx
02102004  53280.9  11.9300  0.0470  11.5392  0.0604  9999    0.00     4	    xxx
03102004  53281.9  11.8456  0.0358  11.4841  0.0526  11.3220 0.0535   4	    xxx
05102004  53283.9  11.7871  0.0378  11.4584  0.0494  11.2692 0.0530   4	    xxx
07102004  53285.8  11.7581  0.0389  11.4402  0.0644  11.1946 0.0607   4	    xxx
08102004  53286.8  11.7363  0.0412  11.4026  0.0564  11.1603 0.0612   4	    xxx
09102004  53287.7  11.8111  0.0377  11.3744  0.0997  11.0343 0.0786   4	    xxx
18102004  53296.9  11.6401  0.0403  11.3648  0.0812  10.9185 0.0839   4	    xxx
20102004  53298.8  11.5865  0.0469  11.2515  0.0576  10.9712 0.0660   4	    xxx
22102004  53300.8  11.5982  0.0367  11.1775  0.0799  10.9596 0.0568   4	    xxx
23102004  53301.8  11.5418  0.0463  11.2160  0.0803  11.0291 0.0560   4	    xxx
27102004  53305.8  11.5534  0.0337  11.1788  0.0541  10.9614 0.0517   4	    xxx
17112004  53326.8  11.4200  0.0504  11.0713  0.0517  10.9283 0.0541   4	    xxx
18112004  53327.9  11.4399  0.0388  11.0819  0.0475  10.8760 0.0518   4	    xxx
20112004  53329.7  11.4423  0.0417  11.0889  0.0497  10.8796 0.0493   4	    xxx 
21112004  53330.7  11.4305  0.0449  11.0695  0.0503  10.8438 0.0517   4	    xxx
23112004  53332.8  11.4775  0.0352  11.1214  0.0513  10.8864 0.0517   4	    xxx
25112004  53334.8  11.4466  0.0398  11.0610  0.0391  10.8666 0.0523   4	    xxx
07122004  53346.7  11.4717  0.0458  11.1061  0.0816  9999    0.00     4	    xxx
13122004  53352.9  11.4280  0.0407  11.0814  0.0532  10.8561 0.0526   4	    xxx
15122004  53354.7  11.4600  0.0365  11.0768  0.0530  9999    0.00     4	    xxx
04012005  53374.7  11.6375  0.0374  11.2937  0.0525  11.0771 0.0520   4	    xxx
10012005  53380.8  11.6906  0.0468  11.3552  0.0436  11.1633 0.0521   4	    xxx
03022005  53404.7  13.2126  0.0386  12.8262  0.0618  9999    0.00     4	    xxx
10022005  53411.7  13.3718  0.0393  13.0632  0.0750  9999    0.00     4     xxx
24072005  53576.6  15.36    0.14    15.69    0.12    15.50   0.16     8     xxx
#21092006  54000.0  16.0472  0.2300  9999     0.00    9999    0.00     4     xxx
#############################################################################################################
# 1= 
# 4= 
# 9=
# 10= HST_KM still in vegamag for flight system filters of HST (not converted F606W, F814W)
# 
#
# last update K.M. 09/06/09
#
