2008es    II
anonymous   ABg= 0.00 .00 ABi= 0.00 .00  mu= 39.7  0.00
 _____________________________________________________________________
UBVRI    JD_max    54592.73 2  54592.73 2  54592.73 2  54592.73 2  54592.73 2  
          m_max     17.8   .1 17.8   .1 17.8   .1 17.8  .1 17.8   .1
  Date      JD        U           B         V          R          I          S  notes
#a      54556.2    9999  0.000  9999  0.00   9999  0.00  19.51  0.00  9999  0.00 -4 
#a      54559.1    9999  0.000  9999  0.00   9999  0.00  18.32  0.00  9999  0.00 -4
#a      54562.1    9999  0.000  9999  0.00   9999  0.00  19.21  0.00  9999  0.00 -4
#a      54567.4    9999  0.000  9999  0.00   9999  0.00  18.93  0.00  9999  0.00 -4
#a      54569.2    9999  0.000  9999  0.00   9999  0.00  18.69  0.00  9999  0.00 -4
#a      54571.2    9999  0.000  9999  0.00   9999  0.00  18.25  0.00  9999  0.00 -4
#a      54573.2    9999  0.000  9999  0.00   9999  0.00  18.46  0.00  9999  0.00 -4
#a      54575.2    9999  0.000  9999  0.00   9999  0.00  18.54  0.00  9999  0.00 -4
#a      54579.2    9999  0.000  9999  0.00   9999  0.00  18.27  0.00  9999  0.00 -4
#a      54580.2    9999  0.000  9999  0.00   9999  0.00  18.34  0.00  9999  0.00 -4
a      54582.2    9999  0.000  9999  0.00   9999  0.00  18.36  0.10  9999  0.00  4
a      54584.2    9999  0.000  9999  0.00   9999  0.00  18.09  0.16  9999  0.00  4
a      54585.2    9999  0.000  9999  0.00   9999  0.00  18.10  0.07  9999  0.00  4
a      54591.2    9999  0.000  9999  0.00   9999  0.00  18.02  0.18  9999  0.00  4
a      54592.2    9999  0.000  9999  0.00   9999  0.00  17.96  0.22  9999  0.00  4
a      54594.2    9999  0.000  9999  0.00   9999  0.00  17.78  0.10  9999  0.00  4
a      54596.2    9999  0.000  9999  0.00   9999  0.00  17.79  0.09  9999  0.00  4
#a      54597.1    9999  0.000  9999  0.00   9999  0.00  17.66  0.21  9999  0.00  4
a      54604.2    9999  0.000  9999  0.00   9999  0.00  17.95  0.15  9999  0.00  4
a      54605.2    9999  0.000  9999  0.00   9999  0.00  17.91  0.18  9999  0.00  4
a      54606.2    9999  0.000  9999  0.00   9999  0.00  17.98  0.08  9999  0.00  4
a      54608.3    9999  0.000  9999  0.00   9999  0.00  18.05  0.33  9999  0.00  4
a      54610.2    9999  0.000  9999  0.00   9999  0.00  17.87  0.05  9999  0.00  4
a      54618.2    9999  0.000  9999  0.00   9999  0.00  17.98  0.06  9999  0.00  4
a      54619.2    9999  0.000  9999  0.00   9999  0.00  18.14  0.09  9999  0.00  4
a      54620.2    9999  0.000  9999  0.00   9999  0.00  18.09  0.09  9999  0.00  4
a      54622.2    9999  0.000  9999  0.00   9999  0.00  18.21  0.15  9999  0.00  4
#a      54624.2    9999  0.000  9999  0.00   9999  0.00  18.50  0.16  9999  0.00  4
a      54626.2    9999  0.000  9999  0.00   9999  0.00  18.14  0.14  9999  0.00  4
#a      54627.2    9999  0.000  9999  0.00   9999  0.00  18.60  0.16  9999  0.00  4
a      54590.2    9999  0.000  9999  0.00   9999  0.00  17.90  0.06 17.95  0.06  5
