 2005gj II
 SDSSJ030111.99-003313.5 ABg= 0.50 0.0 ABi= 0.00 0.0  mu= 37.15 0.
_____________________________________________________________________________________________________
ugriz  JD_MAX  53658.0  0.0   53658.0  0.0  53658.0  0.0   53658.0 0.0   536358.0  0.0   
       m_max    18.0   0.0     17.80   0.0     17.10  0.0   17.0    0.0    17.0    0.0
  Date     JD          u           g           r            i           z    source    note
  999  53638.       9999 0.0   30.   0.0   30.   0.0   30.   0.0   9999  0.0  111    
  999  53933.       9999 0.0   20.6  0.0   19.9  0.0   19.7  0.0   9999  0.0  111    
#
 118.3 53763.56      9999  0.0  18.841 0.0  18.107 0.0  17.960 0.0   9999 0.0  1  CSP
 119.3 53764.58      9999  0.0  18.859 0.0  18.143 0.0  17.947 0.0   9999 0.0  1  CSP
 123.1 53768.60      9999  0.0  18.882 0.0  18.200 0.0  17.978 0.0   9999 0.0  1  CSP
 127.7 53773.55      9999  0.0  18.884 0.0  18.239 0.0  18.050 0.0   9999 0.0  1  CSP
 128.7 53774.56      9999  0.0  18.946 0.0  18.221 0.0  18.079 0.0   9999 0.0  1  CSP
 137.2 53783.55      9999  0.0  19.017 0.0  18.322 0.0  18.117 0.0   9999 0.0  1  CSP
 140.0 53786.53      9999  0.0  19.015 0.0  18.363 0.0  18.178 0.0   9999 0.0  1  CSP
 148.5 53795.55      9999  0.0  19.099 0.0  18.416 0.0  18.227 0.0   9999 0.0  1  CSP
###############################################################################
#
#
